Number,Translator,Chinese Sentences,Gloss,Note
gen-01817,A,爸爸学没学英语？,爸爸/英语/学/问/。,
gen-01818,A,爸爸讨论没讨论计划？,爸爸/计划/讨论/问/。,
gen-01819,A,今天妈妈在门口找了电脑，已经。,今天/妈妈/门口/电脑/找/已经/。,
gen-01820,A,老师在银行带了药。,银行/老师/药/带/。,
gen-01821,A,护士比同事更认真。,护士/同事/认真/更/。,
gen-01822,A,爸爸没带电脑。,爸爸/电脑/带/没/。,
gen-01823,A,老板刚才带了电脑。,老板/电脑/带/刚才/。,
gen-01824,A,上周客人写了故事。,上周/客人/故事/写/。,
gen-01825,A,周末他们在家吃了药，一起。,周末/他们/家/药/吃/一起/。,
gen-01826,A,学生带了四条消息。,学生/四/条/消息/带/。,
gen-01827,A,她讨论没讨论问题？,她/问题/讨论/问/。,
gen-01828,A,早上老板在食堂喝了咖啡，已经。,早上/老板/食堂/咖啡/喝/已经/。,
gen-01829,A,晚上爸爸找了手机。,晚上/爸爸/手机/找/。,
gen-01830,A,大家比客人更安静。,大家/客人/安静/更/。,
gen-01831,A,同事没有准备计划。,同事/计划/准备/没有/。,
gen-01832,A,我们比孩子更安静。,我们/孩子/安静/更/。,
gen-01833,A,她没找电脑。,她/电脑/找/没/。,
gen-01834,A,他在饭店喝了咖啡。,饭店/他/咖啡/喝/。,
gen-01835,A,司机在商店看了地图。,商店/司机/地图/看/。,
gen-01836,A,中午老板学了舞蹈。,中午/老板/舞蹈/学/。,
gen-01837,A,老板学没学英语？,老板/英语/学/问/。,
gen-01838,A,司机比医生更认真。,司机/医生/认真/更/。,
gen-01839,A,老板晚上买了手机。,老板/手机/买/晚上/。,
gen-01840,A,老板刚才带了礼物。,老板/礼物/带/刚才/。,
gen-01841,A,客人去年做了作业。,客人/作业/做/去年/。,
gen-01842,A,她在图书馆做了计划。,图书馆/她/计划/做/。,
gen-01843,A,你看了三本书。,你/三/本/书/看/。,
gen-01844,A,同事带了四杯咖啡。,同事/四/杯/咖啡/带/。,
gen-01845,A,医生比你更忙。,医生/你/忙/更/。,
gen-01846,A,老师看了四个计划。,老师/四/个/计划/看/。,
gen-01847,A,她带了电脑。,她/电脑/带/。,
gen-01848,A,今天医生听了故事。,今天/医生/故事/听/。,
gen-01849,A,护士比朋友更认真。,护士/朋友/认真/更/。,
gen-01850,A,老板晚上准备了礼物。,老板/礼物/准备/晚上/。,
gen-01851,A,去年邻居学了英语。,去年/邻居/英语/学/。,
gen-01852,A,孩子没有吃面包。,孩子/面包/吃/没有/。,
gen-01853,A,他看了一份文件。,他/一/份/文件/看/。,
gen-01854,A,爸爸比客人更高。,爸爸/客人/高/更/。,
gen-01855,A,他看没看新闻？,他/新闻/看/问/。,
gen-01856,A,大家吃没吃药？,大家/药/吃/问/。,
gen-01857,A,司机不去深圳。,司机/深圳/去/不/。,
gen-01858,A,他们吃没吃早饭？,他们/早饭/吃/问/。,
gen-01859,A,学生没有迟到。,学生/迟到/没有/。,
gen-01860,A,朋友比孩子更安静。,朋友/孩子/安静/更/。,
gen-01861,A,司机吃了午饭。,司机/午饭/吃/。,
gen-01862,A,医生在超市吃了药。,超市/医生/药/吃/。,
gen-01863,A,下午妈妈在公司喝了咖啡，一起。,下午/妈妈/公司/咖啡/喝/一起/。,
gen-01864,A,爸爸早上买了书。,爸爸/书/买/早上/。,
gen-01865,A,明天爸爸学了舞蹈。,明天/爸爸/舞蹈/学/。,
gen-01866,A,你明天找了文件。,你/文件/找/明天/。,
gen-01867,A,你写了计划。,你/计划/写/。,
gen-01868,A,中午我们学了英语。,中午/我们/英语/学/。,
gen-01869,A,孩子买了两根香蕉。,孩子/两/根/香蕉/买/。,
gen-01870,A,邻居没有排队。,邻居/排队/没有/。,
gen-01871,A,朋友听了新闻。,朋友/新闻/听/。,
gen-01872,A,晚上我学了舞蹈。,晚上/我/舞蹈/学/。,
gen-01873,A,我不找手机。,我/手机/找/不/。,
gen-01874,A,我们写没写故事？,我们/故事/写/问/。,
gen-01875,A,他在银行准备了文件。,银行/他/文件/准备/。,
gen-01876,A,我们不买面包。,我们/面包/买/不/。,
gen-01877,A,我听了故事。,我/故事/听/。,
gen-01878,A,我早上吃了面包。,我/面包/吃/早上/。,
gen-01879,A,妈妈比孩子更忙。,妈妈/孩子/忙/更/。,
gen-01880,A,大家不上班。,大家/上班/不/。,
gen-01881,A,客人早上找了手机。,客人/手机/找/早上/。,
gen-01882,A,下午她买了蛋糕。,下午/她/蛋糕/买/。,
gen-01883,A,妈妈学没学中文？,妈妈/中文/学/问/。,
gen-01884,A,老板比朋友更忙。,老板/朋友/忙/更/。,
gen-01885,A,护士带了三部电视剧。,护士/三/部/电视剧/带/。,
gen-01886,A,刚才护士在上海做了作业，已经。,刚才/护士/上海/作业/做/已经/。,
gen-01887,A,我今天找了办法。,我/办法/找/今天/。,
gen-01888,A,他们学了舞蹈。,他们/舞蹈/学/。,
gen-01889,A,孩子今天很麻烦。,孩子/今天/麻烦/。,
gen-01890,A,周末他带了礼物。,周末/他/礼物/带/。,
gen-01891,A,她今天很漂亮。,她/今天/漂亮/。,
gen-01892,A,同事在上海学了中文。,上海/同事/中文/学/。,
gen-01893,A,她听了故事。,她/故事/听/。,
gen-01894,A,护士没讨论问题。,护士/问题/讨论/没/。,
gen-01895,A,刚才他在上海准备了午饭，已经。,刚才/他/上海/午饭/准备/已经/。,
gen-01896,A,司机看了两个苹果。,司机/两/个/苹果/看/。,
gen-01897,A,妈妈在图书馆找了问题。,图书馆/妈妈/问题/找/。,
gen-01898,A,大家没有开会。,大家/开会/没有/。,
gen-01899,A,他昨天找了电脑。,他/电脑/找/昨天/。,
gen-01900,A,妈妈上周找了电脑。,妈妈/电脑/找/上周/。,
gen-01901,A,老师买了五份文件。,老师/五/份/文件/买/。,
gen-01902,A,妈妈比客人更认真。,妈妈/客人/认真/更/。,
gen-01903,A,医生准备了比赛。,医生/比赛/准备/。,
gen-01904,A,朋友学了英语。,朋友/英语/学/。,
gen-01905,A,她准备了三台电脑。,她/三/台/电脑/准备/。,
gen-01906,A,你讨论没讨论办法？,你/办法/讨论/问/。,
gen-01907,A,妈妈学了舞蹈。,妈妈/舞蹈/学/。,
gen-01908,A,朋友今天很高兴。,朋友/今天/高兴/。,
gen-01909,A,朋友在医院喝了水。,医院/朋友/水/喝/。,
gen-01910,A,学生讨论了故事。,学生/故事/讨论/。,
gen-01911,A,刚才老师买了衣服。,刚才/老师/衣服/买/。,
gen-01912,A,他买了四个苹果。,他/四/个/苹果/买/。,
gen-01913,A,大家在家准备了午饭。,家/大家/午饭/准备/。,
gen-01914,A,学生买了两台电脑。,学生/两/台/电脑/买/。,
gen-01915,A,今天朋友在门口看了电视剧，一起。,今天/朋友/门口/电视剧/看/一起/。,
gen-01916,A,护士比她更认真。,护士/她/认真/更/。,
gen-01917,A,她比他更高。,她/他/高/更/。,
gen-01918,A,孩子做了办法。,孩子/办法/做/。,
gen-01919,A,明天你听了音乐。,明天/你/音乐/听/。,
gen-01920,A,邻居准备了一个橘子。,邻居/一/个/橘子/准备/。,
gen-01921,A,客人吃了早饭。,客人/早饭/吃/。,
gen-01922,A,她在宿舍找了办法。,宿舍/她/办法/找/。,
gen-01923,A,邻居不开会。,邻居/开会/不/。,
gen-01924,A,孩子今天很舒服。,孩子/今天/舒服/。,
gen-01925,A,邻居在上海喝了牛奶。,上海/邻居/牛奶/喝/。,
gen-01926,A,护士带了电脑。,护士/电脑/带/。,
gen-01927,A,老师比她更高。,老师/她/高/更/。,
gen-01928,A,邻居讨论了问题。,邻居/问题/讨论/。,
gen-01929,A,老师比大家更快。,老师/大家/快/更/。,
gen-01930,A,学生今天买了面包。,学生/面包/买/今天/。,
gen-01931,A,我们写了故事。,我们/故事/写/。,
gen-01932,A,同事在门口写了故事。,门口/同事/故事/写/。,
gen-01933,A,我们买没买手机？,我们/手机/买/问/。,
gen-01934,A,邻居带了三杯咖啡。,邻居/三/杯/咖啡/带/。,
gen-01935,A,学生带了药。,学生/药/带/。,
gen-01936,A,医生做了晚饭。,医生/晚饭/做/。,
gen-01937,A,老师不上课。,老师/上课/不/。,
gen-01938,A,护士今天很困难。,护士/今天/困难/。,
gen-01939,A,大家比朋友更安静。,大家/朋友/安静/更/。,
gen-01940,A,医生带了一本杂志。,医生/一/本/杂志/带/。,
gen-01941,A,你今天很安全。,你/今天/安全/。,
gen-01942,A,我不运动。,我/运动/不/。,
gen-01943,A,邻居今天很热闹。,邻居/今天/热闹/。,
gen-01944,A,司机没迟到。,司机/迟到/没/。,
gen-01945,A,孩子在医院买了火车票。,医院/孩子/火车票/买/。,
gen-01946,A,同事吃了香蕉。,同事/香蕉/吃/。,
gen-01947,A,今天客人在图书馆买了杂志，很久。,今天/客人/图书馆/杂志/买/很久/。,
gen-01948,A,大家不上课。,大家/上课/不/。,
gen-01949,A,老师看了杂志。,老师/杂志/看/。,
gen-01950,A,学生中午写了文件。,学生/文件/写/中午/。,
gen-01951,A,学生买没买报纸？,学生/报纸/买/问/。,
gen-01952,A,他们写了作业。,他们/作业/写/。,
gen-01953,A,我们学了舞蹈。,我们/舞蹈/学/。,
gen-01954,A,中午老师写了计划。,中午/老师/计划/写/。,
gen-01955,A,同事不旅行。,同事/旅行/不/。,
gen-01956,A,邻居学没学舞蹈？,邻居/舞蹈/学/问/。,
gen-01957,A,昨天我们买了面包。,昨天/我们/面包/买/。,
gen-01958,A,老师没运动。,老师/运动/没/。,
gen-01959,A,去年医生在广州看了电影，一起。,去年/医生/广州/电影/看/一起/。,
gen-01960,A,老师比客人更忙。,老师/客人/忙/更/。,
gen-01961,A,朋友周末看了电影。,朋友/电影/看/周末/。,
gen-01962,A,我们准备了一部电影。,我们/一/部/电影/准备/。,
gen-01963,A,邻居今天很开心。,邻居/今天/开心/。,
gen-01964,A,老板上周学了舞蹈。,老板/舞蹈/学/上周/。,
gen-01965,A,晚上老板在银行买了衣服，已经。,晚上/老板/银行/衣服/买/已经/。,
gen-01966,A,上周司机在市场听了故事，一起。,上周/司机/市场/故事/听/一起/。,
gen-01967,A,大家在广州准备了晚饭。,广州/大家/晚饭/准备/。,
gen-01968,A,爸爸在医院学了英语。,医院/爸爸/英语/学/。,
gen-01969,A,他们比同事更忙。,他们/同事/忙/更/。,
gen-01970,A,他买没买面包？,他/面包/买/问/。,
gen-01971,A,早上护士带了电脑。,早上/护士/电脑/带/。,
gen-01972,A,大家没带药。,大家/药/带/没/。,
gen-01973,A,护士在银行学了英语。,银行/护士/英语/学/。,
gen-01974,A,晚上朋友在车站学了中文，很高兴。,晚上/朋友/车站/中文/学/很高兴/。,
gen-01975,A,学生今天很重要。,学生/今天/重要/。,
gen-01976,A,中午他写了故事。,中午/他/故事/写/。,
gen-01977,A,客人准备没准备晚饭？,客人/晚饭/准备/问/。,
gen-01978,A,学生买了一本书。,学生/一/本/书/买/。,
gen-01979,A,今天客人在医院做了晚饭，已经。,今天/客人/医院/晚饭/做/已经/。,
gen-01980,A,早上爸爸在深圳写了文件，已经。,早上/爸爸/深圳/文件/写/已经/。,
gen-01981,A,我们比客人更忙。,我们/客人/忙/更/。,
gen-01982,A,爸爸写了消息。,爸爸/消息/写/。,
gen-01983,A,大家在宿舍准备了晚饭。,宿舍/大家/晚饭/准备/。,
gen-01984,A,学生在公园讨论了办法。,公园/学生/办法/讨论/。,
gen-01985,A,学生今天很清楚。,学生/今天/清楚/。,
gen-01986,A,客人比护士更认真。,客人/护士/认真/更/。,
gen-01987,A,昨天朋友在医院学了舞蹈，很久。,昨天/朋友/医院/舞蹈/学/很久/。,
gen-01988,A,护士没带礼物。,护士/礼物/带/没/。,
gen-01989,A,大家今天买了杂志。,大家/杂志/买/今天/。,
gen-01990,A,同事今天很困难。,同事/今天/困难/。,
gen-01991,A,医生没有学舞蹈。,医生/舞蹈/学/没有/。,
gen-01992,A,朋友买了一场比赛。,朋友/一/场/比赛/买/。,
gen-01993,A,我们周末做了计划。,我们/计划/做/周末/。,
gen-01994,A,邻居比大家更认真。,邻居/大家/认真/更/。,
gen-01995,A,孩子在医院喝了水。,医院/孩子/水/喝/。,
gen-01996,A,司机在医院喝了牛奶。,医院/司机/牛奶/喝/。,
gen-01997,A,护士比爸爸更高。,护士/爸爸/高/更/。,
gen-01998,A,她明天准备了文件。,她/文件/准备/明天/。,
gen-01999,A,邻居听了音乐。,邻居/音乐/听/。,
gen-02000,A,老师早上喝了牛奶。,老师/牛奶/喝/早上/。,
gen-02001,A,学生没带礼物。,学生/礼物/带/没/。,
gen-02002,A,同事带了礼物。,同事/礼物/带/。,
gen-02003,A,朋友明天学了英语。,朋友/英语/学/明天/。,
gen-02004,A,明天客人学了英语。,明天/客人/英语/学/。,
gen-02005,A,下午老师买了火车票。,下午/老师/火车票/买/。,
gen-02006,A,爸爸不讨论故事。,爸爸/故事/讨论/不/。,
gen-02007,A,大家比爸爸更安静。,大家/爸爸/安静/更/。,
gen-02008,A,我不排队。,我/排队/不/。,
gen-02009,A,学生在上海带了电脑。,上海/学生/电脑/带/。,
gen-02010,A,司机比护士更认真。,司机/护士/认真/更/。,
gen-02011,A,你比他更忙。,你/他/忙/更/。,
gen-02012,A,同事今天很简单。,同事/今天/简单/。,
gen-02013,A,他们在上海学了中文。,上海/他们/中文/学/。,
gen-02014,A,邻居晚上讨论了故事。,邻居/故事/讨论/晚上/。,
gen-02015,A,他们在深圳讨论了消息。,深圳/他们/消息/讨论/。,
gen-02016,A,下午你看了书。,下午/你/书/看/。,
gen-02017,A,客人带了一个面包。,客人/一/个/面包/带/。,
gen-02018,A,司机没带礼物。,司机/礼物/带/没/。,
gen-02019,A,昨天老板做了午饭。,昨天/老板/午饭/做/。,
gen-02020,A,他们今天很重要。,他们/今天/重要/。,
gen-02021,A,老板没有吃香蕉。,老板/香蕉/吃/没有/。,
gen-02022,A,孩子在医院吃了苹果。,医院/孩子/苹果/吃/。,
gen-02023,A,她看了四瓶牛奶。,她/四/瓶/牛奶/看/。,
gen-02024,A,护士今天很开心。,护士/今天/开心/。,
gen-02025,A,上周学生讨论了故事。,上周/学生/故事/讨论/。,
gen-02026,A,司机明天写了文件。,司机/文件/写/明天/。,
gen-02027,A,邻居喝了咖啡。,邻居/咖啡/喝/。,
gen-02028,A,她准备了一本杂志。,她/一/本/杂志/准备/。,
gen-02029,A,妈妈买了手机。,妈妈/手机/买/。,
gen-02030,A,明天老师在学校准备了文件，很高兴。,明天/老师/学校/文件/准备/很高兴/。,
gen-02031,A,你今天很清楚。,你/今天/清楚/。,
gen-02032,A,下午爸爸听了音乐。,下午/爸爸/音乐/听/。,
gen-02033,A,我比你更认真。,我/你/认真/更/。,
gen-02034,A,学生不看报纸。,学生/报纸/看/不/。,
gen-02035,A,医生吃了苹果。,医生/苹果/吃/。,
gen-02036,A,刚才他在公园喝了水，很高兴。,刚才/他/公园/水/喝/很高兴/。,
gen-02037,A,你昨天学了舞蹈。,你/舞蹈/学/昨天/。,
gen-02038,A,中午客人在广州看了新闻，很高兴。,中午/客人/广州/新闻/看/很高兴/。,
gen-02039,A,孩子学没学中文？,孩子/中文/学/问/。,
gen-02040,A,老师不做晚饭。,老师/晚饭/做/不/。,
gen-02041,A,朋友在广州吃了蛋糕。,广州/朋友/蛋糕/吃/。,
gen-02042,A,大家买没买杂志？,大家/杂志/买/问/。,
gen-02043,A,去年朋友准备了比赛。,去年/朋友/比赛/准备/。,
gen-02044,A,我们在深圳做了晚饭。,深圳/我们/晚饭/做/。,
gen-02045,A,周末司机在公司做了作业，一起。,周末/司机/公司/作业/做/一起/。,
gen-02046,A,护士比孩子更安静。,护士/孩子/安静/更/。,
gen-02047,A,老板不去家。,老板/家/去/不/。,
gen-02048,A,她比爸爸更快。,她/爸爸/快/更/。,
gen-02049,A,邻居在公园喝了咖啡。,公园/邻居/咖啡/喝/。,
gen-02050,A,同事刚才听了故事。,同事/故事/听/刚才/。,
gen-02051,A,孩子刚才看了电影。,孩子/电影/看/刚才/。,
gen-02052,A,护士比朋友更快。,护士/朋友/快/更/。,
gen-02053,A,朋友买了四张照片。,朋友/四/张/照片/买/。,
gen-02054,A,我看了三个故事。,我/三/个/故事/看/。,
gen-02055,A,刚才老师在路上吃了晚饭，已经。,刚才/老师/路上/晚饭/吃/已经/。,
gen-02056,A,邻居没出发。,邻居/出发/没/。,
gen-02057,A,护士昨天准备了晚饭。,护士/晚饭/准备/昨天/。,
gen-02058,A,他今天很热闹。,他/今天/热闹/。,
gen-02059,A,我们看了书。,我们/书/看/。,
gen-02060,A,明天大家带了手机。,明天/大家/手机/带/。,
gen-02061,A,老板没讨论故事。,老板/故事/讨论/没/。,
